table_id,row_id,fine_field_of_study_full_path,fine_field_of_study_level_1,fine_field_of_study_level_2,fine_field_of_study_level_3,fine_field_of_study_level_4,fine_field_of_study_level_5,fine_field_of_study_hierarchy_depth,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
1748,r276,All fields -> Education -> Teacher education -> Adult and continuing teacher education,All fields,Education,Teacher education,Adult and continuing teacher education,,4,138,91,64,49,23,53,39,64,30,42
1748,r277,All fields -> Education -> Teacher education -> Elementary teacher education,All fields,Education,Teacher education,Elementary teacher education,,4,66,48,45,40,26,36,37,36,30,12
1748,r278,"All fields -> Education -> Teacher education -> Pre-elementary, early childhood teacher education",All fields,Education,Teacher education,"Pre-elementary, early childhood teacher education",,4,80,58,52,29,35,29,47,51,34,29
1748,r279,All fields -> Education -> Teacher education -> Secondary teacher education,All fields,Education,Teacher education,Secondary teacher education,,4,48,48,43,38,25,34,33,29,20,14
1748,r280,All fields -> Education -> Teaching fields,All fields,Education,Teaching fields,,,3,906,799,805,757,892,915,953,1165,925,963
1748,r281,All fields -> Education -> Teaching fields -> Agricultural education,All fields,Education,Teaching fields,Agricultural education,,4,29,34,28,30,27,25,30,36,34,43
1748,r282,All fields -> Education -> Teaching fields -> Art education,All fields,Education,Teaching fields,Art education,,4,46,35,48,36,30,42,42,37,34,41
1748,r283,All fields -> Education -> Teaching fields -> Bilingual and multilingual education,All fields,Education,Teaching fields,Bilingual and multilingual education,,4,na,na,na,35,50,30,27,52,36,30
1748,r284,All fields -> Education -> Teaching fields -> Business education,All fields,Education,Teaching fields,Business education,,4,13,na,na,na,na,na,na,na,na,na
1748,r285,All fields -> Education -> Teaching fields -> English as a second or foreign language,All fields,Education,Teaching fields,English as a second or foreign language,,4,na,na,na,na,na,58,94,70,55,58
1748,r286,All fields -> Education -> Teaching fields -> English education,All fields,Education,Teaching fields,English education,,4,51,61,64,32,35,31,33,39,36,33
1748,r287,"All fields -> Education -> Teaching fields -> Family, consumer, and human sciences",All fields,Education,Teaching fields,"Family, consumer, and human sciences",,4,19,23,24,10,19,20,24,16,9,8
1748,r288,All fields -> Education -> Teaching fields -> Foreign languages education,All fields,Education,Teaching fields,Foreign languages education,,4,57,60,55,60,54,39,31,39,26,27
1748,r289,All fields -> Education -> Teaching fields -> Health education,All fields,Education,Teaching fields,Health education,,4,53,45,49,35,52,43,53,70,66,62
1748,r290,All fields -> Education -> Teaching fields -> Literacy and reading education<sup>o</sup>,All fields,Education,Teaching fields,Literacy and reading education<sup>o</sup>,,4,118,83,80,124,126,127,123,137,139,119
1748,r291,All fields -> Education -> Teaching fields -> Mathematics education,All fields,Education,Teaching fields,Mathematics education,,4,161,144,142,114,138,142,133,182,150,148
1748,r292,All fields -> Education -> Teaching fields -> Music education,All fields,Education,Teaching fields,Music education,,4,68,83,86,69,91,104,114,87,75,82
1748,r293,All fields -> Education -> Teaching fields -> Nursing education,All fields,Education,Teaching fields,Nursing education,,4,13,30,23,18,33,30,32,73,53,55
1748,r294,All fields -> Education -> Teaching fields -> Physical education and coaching,All fields,Education,Teaching fields,Physical education and coaching,,4,34,34,43,38,44,35,36,38,21,20
1748,r295,All fields -> Education -> Teaching fields -> Science education,All fields,Education,Teaching fields,Science education,,4,119,96,93,110,114,112,122,133,100,140
1748,r296,All fields -> Education -> Teaching fields -> Social science education,All fields,Education,Teaching fields,Social science education,,4,21,21,27,20,22,16,24,28,19,14
1748,r297,"All fields -> Education -> Teaching fields -> Teacher education and professional development, other",All fields,Education,Teaching fields,"Teacher education and professional development, other",,4,76,50,43,26,57,61,35,128,72,83
1748,r298,All fields -> Education -> Teaching fields -> Trade and industrial education,All fields,Education,Teaching fields,Trade and industrial education,,4,28,na,na,na,na,na,na,na,na,na
1748,r299,All fields -> Education -> Other education,All fields,Education,Other education,,,3,481,361,299,264,265,269,297,592,447,369
1748,r300,All fields -> Education -> Other education -> Workforce education and development,All fields,Education,Other education,Workforce education and development,,4,na,na,na,na,na,32,36,36,57,37
1748,r301,"All fields -> Education -> Other education -> Education, general",All fields,Education,Other education,"Education, general",,4,209,152,122,121,128,135,140,369,216,170
1748,r302,"All fields -> Education -> Other education -> Education, other",All fields,Education,Other education,"Education, other",,4,272,209,177,143,137,102,121,187,174,162
1748,r303,All fields -> Humanities and arts,All fields,Humanities and arts,,,,2,4904,5015,5225,5561,5715,5524,5594,5480,5286,5145
1748,r304,All fields -> Humanities and arts -> Foreign languages and literature,All fields,Humanities and arts,Foreign languages and literature,,,3,598,601,644,684,701,674,656,599,618,617
1748,r305,All fields -> Humanities and arts -> Foreign languages and literature -> Arabic language and literature,All fields,Humanities and arts,Foreign languages and literature,Arabic language and literature,,4,5,14,8,12,9,14,6,5,8,6
1748,r306,All fields -> Humanities and arts -> Foreign languages and literature -> Chinese language and literature,All fields,Humanities and arts,Foreign languages and literature,Chinese language and literature,,4,35,41,29,20,37,17,28,17,28,39
1748,r307,All fields -> Humanities and arts -> Foreign languages and literature -> French language and literature,All fields,Humanities and arts,Foreign languages and literature,French language and literature,,4,114,110,114,122,140,139,137,107,92,100
1748,r308,All fields -> Humanities and arts -> Foreign languages and literature -> Germanic language and literature,All fields,Humanities and arts,Foreign languages and literature,Germanic language and literature,,4,70,64,71,90,74,84,72,67,72,62
1748,r309,All fields -> Humanities and arts -> Foreign languages and literature -> Italian language and literature,All fields,Humanities and arts,Foreign languages and literature,Italian language and literature,,4,39,35,38,50,44,39,40,34,45,31
1748,r310,All fields -> Humanities and arts -> Foreign languages and literature -> Japanese language and literature,All fields,Humanities and arts,Foreign languages and literature,Japanese language and literature,,4,18,27,16,20,21,23,21,10,15,16
1748,r311,All fields -> Humanities and arts -> Foreign languages and literature -> Latin American languages and literature,All fields,Humanities and arts,Foreign languages and literature,Latin American languages and literature,,4,na,na,na,57,66,83,79,96,30,38
1748,r312,All fields -> Humanities and arts -> Foreign languages and literature -> Russian language and literature,All fields,Humanities and arts,Foreign languages and literature,Russian language and literature,,4,18,23,34,24,30,25,21,14,26,12
1748,r313,All fields -> Humanities and arts -> Foreign languages and literature -> Slavic (other than Russian),All fields,Humanities and arts,Foreign languages and literature,Slavic (other than Russian),,4,10,na,na,na,na,na,na,na,na,na
1748,r314,All fields -> Humanities and arts -> Foreign languages and literature -> Spanish language and literature,All fields,Humanities and arts,Foreign languages and literature,Spanish language and literature,,4,235,231,247,205,216,181,186,127,178,207
1748,r315,"All fields -> Humanities and arts -> Foreign languages and literature -> Foreign languages and literatures, other",All fields,Humanities and arts,Foreign languages and literature,"Foreign languages and literatures, other",,4,54,56,87,84,64,69,66,122,124,106
1748,r316,All fields -> Humanities and arts -> History,All fields,Humanities and arts,History,,,3,1045,1005,1065,1086,1148,1186,1146,1148,1058,948
1748,r317,All fields -> Humanities and arts -> History -> African history,All fields,Humanities and arts,History,African history,,4,29,30,29,38,32,32,30,26,24,33
1748,r318,"All fields -> Humanities and arts -> History -> American history, United States and Canada",All fields,Humanities and arts,History,"American history, United States and Canada",,4,432,391,432,440,444,433,412,391,376,389
1748,r319,All fields -> Humanities and arts -> History -> Asian history,All fields,Humanities and arts,History,Asian history,,4,55,59,68,73,85,78,89,73,59,73
1748,r320,All fields -> Humanities and arts -> History -> European history,All fields,Humanities and arts,History,European history,,4,214,193,224,186,186,232,198,207,179,172
1748,r321,"All fields -> Humanities and arts -> History -> History, science and technology and society<sup>m</sup>",All fields,Humanities and arts,History,"History, science and technology and society<sup>m</sup>",,4,56,46,47,49,53,78,72,66,78,na
1748,r322,All fields -> Humanities and arts -> History -> Latin American history,All fields,Humanities and arts,History,Latin American history,,4,67,65,52,63,77,73,64,77,63,55
1748,r323,"All fields -> Humanities and arts -> History -> Middle, Near East history",All fields,Humanities and arts,History,"Middle, Near East history",,4,61,65,63,60,71,68,82,63,70,44
1748,r324,"All fields -> Humanities and arts -> History -> History, general",All fields,Humanities and arts,History,"History, general",,4,64,78,68,93,105,121,108,155,120,107
1748,r325,"All fields -> Humanities and arts -> History -> History, other",All fields,Humanities and arts,History,"History, other",,4,67,78,82,84,95,71,91,90,89,75
1748,r326,All fields -> Humanities and arts -> Letters,All fields,Humanities and arts,Letters,,,3,1413,1516,1513,1638,1606,1551,1583,1529,1462,1442
1748,r327,"All fields -> Humanities and arts -> Letters -> American literature, United States and Canada",All fields,Humanities and arts,Letters,"American literature, United States and Canada",,4,327,361,367,409,397,349,334,342,319,273
1748,r328,All fields -> Humanities and arts -> Letters -> Classics,All fields,Humanities and arts,Letters,Classics,,4,77,86,91,101,101,91,94,109,80,94
1748,r329,All fields -> Humanities and arts -> Letters -> Comparative literature,All fields,Humanities and arts,Letters,Comparative literature,,4,179,197,192,201,218,196,165,172,164,172
1748,r330,All fields -> Humanities and arts -> Letters -> Creative writing,All fields,Humanities and arts,Letters,Creative writing,,4,76,81,84,93,79,87,97,79,84,86
1748,r331,All fields -> Humanities and arts -> Letters -> English language,All fields,Humanities and arts,Letters,English language,,4,104,146,179,154,92,147,153,125,132,121
1748,r332,"All fields -> Humanities and arts -> Letters -> English literature, British and Commonwealth",All fields,Humanities and arts,Letters,"English literature, British and Commonwealth",,4,388,419,354,423,399,396,412,414,381,383
1748,r333,All fields -> Humanities and arts -> Letters -> Folklore,All fields,Humanities and arts,Letters,Folklore,,4,10,11,10,6,9,17,6,na,na,na
1748,r334,All fields -> Humanities and arts -> Letters -> Rhetoric and composition,All fields,Humanities and arts,Letters,Rhetoric and composition,,4,na,na,na,154,220,207,238,211,226,241
1748,r335,All fields -> Humanities and arts -> Letters -> Speech and rhetorical studies,All fields,Humanities and arts,Letters,Speech and rhetorical studies,,4,138,152,165,53,33,29,42,39,45,42
1748,r336,"All fields -> Humanities and arts -> Letters -> Letters, general",All fields,Humanities and arts,Letters,"Letters, general",,4,74,22,25,18,26,12,22,23,14,16
1748,r337,"All fields -> Humanities and arts -> Letters -> Letters, other",All fields,Humanities and arts,Letters,"Letters, other",,4,40,41,46,26,32,20,20,15,17,14
1748,r338,All fields -> Humanities and arts -> Other humanities and arts,All fields,Humanities and arts,Other humanities and arts,,,3,1848,1893,2003,2153,2260,2113,2209,2204,2148,2138
1748,r339,"All fields -> Humanities and arts -> Other humanities and arts -> African American studies, literature, and history",All fields,Humanities and arts,Other humanities and arts,"African American studies, literature, and history",,4,na,na,na,na,na,na,na,na,na,52
1748,r340,All fields -> Humanities and arts -> Other humanities and arts -> Archaeology (humanities),All fields,Humanities and arts,Other humanities and arts,Archaeology (humanities),,4,58,60,87,79,72,105,121,166,132,54
1748,r341,"All fields -> Humanities and arts -> Other humanities and arts -> Art history, criticism, and conservation",All fields,Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation",,4,226,248,242,227,265,263,272,278,247,220
1748,r342,"All fields -> Humanities and arts -> Other humanities and arts -> Bible, biblical studies",All fields,Humanities and arts,Other humanities and arts,"Bible, biblical studies",,4,74,97,103,95,106,86,87,62,84,113
1748,r343,All fields -> Humanities and arts -> Other humanities and arts -> Dance,All fields,Humanities and arts,Other humanities and arts,Dance,,4,na,na,na,na,na,na,na,13,11,17
1748,r344,"All fields -> Humanities and arts -> Other humanities and arts -> Drama, theater arts, performance studies<sup>p</sup>",All fields,Humanities and arts,Other humanities and arts,"Drama, theater arts, performance studies<sup>p</sup>",,4,104,104,106,111,120,104,86,74,87,96
1748,r345,All fields -> Humanities and arts -> Other humanities and arts -> Ethics,All fields,Humanities and arts,Other humanities and arts,Ethics,,4,na,na,na,29,26,29,30,38,30,37
1748,r346,"All fields -> Humanities and arts -> Other humanities and arts -> Film, cinema, media studies<sup>q</sup>",All fields,Humanities and arts,Other humanities and arts,"Film, cinema, media studies<sup>q</sup>",,4,na,na,na,62,67,71,67,73,81,90
1748,r347,"All fields -> Humanities and arts -> Other humanities and arts -> Jewish, Judaic studies",All fields,Humanities and arts,Other humanities and arts,"Jewish, Judaic studies",,4,na,na,na,17,33,27,27,27,28,23
1748,r348,All fields -> Humanities and arts -> Other humanities and arts -> Music,All fields,Humanities and arts,Other humanities and arts,Music,,4,74,66,81,67,88,64,54,59,67,55
1748,r349,All fields -> Humanities and arts -> Other humanities and arts -> Musicology and ethnomusicology,All fields,Humanities and arts,Other humanities and arts,Musicology and ethnomusicology,,4,127,135,137,138,128,140,148,127,158,131
1748,r350,All fields -> Humanities and arts -> Other humanities and arts -> Music performance,All fields,Humanities and arts,Other humanities and arts,Music performance,,4,85,106,92,113,124,77,110,92,92,88
1748,r351,All fields -> Humanities and arts -> Other humanities and arts -> Music theory and composition,All fields,Humanities and arts,Other humanities and arts,Music theory and composition,,4,99,91,95,95,102,104,108,92,90,85
1748,r352,"All fields -> Humanities and arts -> Other humanities and arts -> Music, other",All fields,Humanities and arts,Other humanities and arts,"Music, other",,4,18,18,22,21,29,20,23,19,16,14
1748,r353,All fields -> Humanities and arts -> Other humanities and arts -> Philosophy,All fields,Humanities and arts,Other humanities and arts,Philosophy,,4,422,431,462,497,494,454,463,454,419,477
1748,r354,"All fields -> Humanities and arts -> Other humanities and arts -> Religion, religious studies",All fields,Humanities and arts,Other humanities and arts,"Religion, religious studies",,4,326,282,312,290,301,292,314,254,310,258
1748,r355,"All fields -> Humanities and arts -> Other humanities and arts -> Theology, religious education",All fields,Humanities and arts,Other humanities and arts,"Theology, religious education",,4,129,160,150,184,173,156,172,212,162,196
1748,r356,"All fields -> Humanities and arts -> Other humanities and arts -> Humanities, general",All fields,Humanities and arts,Other humanities and arts,"Humanities, general",,4,49,28,43,16,31,34,27,106,60,53
1748,r357,"All fields -> Humanities and arts -> Other humanities and arts -> Humanities, other",All fields,Humanities and arts,Other humanities and arts,"Humanities, other",,4,57,67,71,112,101,87,100,58,74,79
1748,r358,All fields -> Other<sup>r</sup>,All fields,Other<sup>r</sup>,,,,2,2807,2729,2683,2734,3023,3043,3019,2941,3153,2989
1748,r359,All fields -> Other<sup>r</sup> -> Business management and administration,All fields,Other<sup>r</sup>,Business management and administration,,,3,1405,1366,1327,1404,1551,1584,1582,1509,1565,1481
1748,r360,All fields -> Other<sup>r</sup> -> Business management and administration -> Accounting,All fields,Other<sup>r</sup>,Business management and administration,Accounting,,4,141,148,157,175,168,196,194,178,159,162
1748,r361,All fields -> Other<sup>r</sup> -> Business management and administration -> Banking/financial services,All fields,Other<sup>r</sup>,Business management and administration,Banking/financial services,,4,5,5,1,na,na,na,na,na,na,na
1748,r362,All fields -> Other<sup>r</sup> -> Business management and administration -> Business administration and management,All fields,Other<sup>r</sup>,Business management and administration,Business administration and management,,4,173,157,146,221,269,243,231,263,253,260
1748,r363,"All fields -> Other<sup>r</sup> -> Business management and administration -> Business, managerial economics",All fields,Other<sup>r</sup>,Business management and administration,"Business, managerial economics",,4,24,29,26,31,24,22,43,26,15,23
1748,r364,All fields -> Other<sup>r</sup> -> Business management and administration -> Finance,All fields,Other<sup>r</sup>,Business management and administration,Finance,,4,213,210,200,232,260,265,241,251,201,193
1748,r365,"All fields -> Other<sup>r</sup> -> Business management and administration -> Hospitality, food service and tourism management",All fields,Other<sup>r</sup>,Business management and administration,"Hospitality, food service and tourism management",,4,na,36,59,57,71,65,46,66,74,56
1748,r366,All fields -> Other<sup>r</sup> -> Business management and administration -> Human resources development,All fields,Other<sup>r</sup>,Business management and administration,Human resources development,,4,74,70,70,44,44,68,51,30,29,29
1748,r367,"All fields -> Other<sup>r</sup> -> Business management and administration -> International business, trade, commerce",All fields,Other<sup>r</sup>,Business management and administration,"International business, trade, commerce",,4,37,25,28,21,33,30,24,24,21,19
1748,r368,"All fields -> Other<sup>r</sup> -> Business management and administration -> Management information systems, business statistics",All fields,Other<sup>r</sup>,Business management and administration,"Management information systems, business statistics",,4,136,108,100,103,107,100,102,107,92,110
1748,r369,All fields -> Other<sup>r</sup> -> Business management and administration -> Marketing management and research,All fields,Other<sup>r</sup>,Business management and administration,Marketing management and research,,4,183,157,156,174,191,152,181,140,143,141
1748,r370,All fields -> Other<sup>r</sup> -> Business management and administration -> Operations research (business),All fields,Other<sup>r</sup>,Business management and administration,Operations research (business),,4,51,84,70,80,103,91,110,83,68,53
1748,r371,All fields -> Other<sup>r</sup> -> Business management and administration -> Organizational behavior,All fields,Other<sup>r</sup>,Business management and administration,Organizational behavior,,4,167,175,189,163,186,212,189,168,271,214
1748,r372,"All fields -> Other<sup>r</sup> -> Business management and administration -> Business management and administration, general",All fields,Other<sup>r</sup>,Business management and administration,"Business management and administration, general",,4,90,102,67,50,40,68,68,114,140,125
1748,r373,"All fields -> Other<sup>r</sup> -> Business management and administration -> Business management and administration, other",All fields,Other<sup>r</sup>,Business management and administration,"Business management and administration, other",,4,111,60,58,53,55,72,102,59,99,96
1748,r374,All fields -> Other<sup>r</sup> -> Communication,All fields,Other<sup>r</sup>,Communication,,,3,627,638,650,595,645,663,667,672,622,631
1748,r375,All fields -> Other<sup>r</sup> -> Communication -> Communication research,All fields,Other<sup>r</sup>,Communication,Communication research,,4,129,120,125,126,155,149,149,183,120,143
1748,r376,All fields -> Other<sup>r</sup> -> Communication -> Communication theory,All fields,Other<sup>r</sup>,Communication,Communication theory,,4,38,34,29,31,30,39,41,63,37,26
1748,r377,"All fields -> Other<sup>r</sup> -> Communication -> Film, radio, TV and digital communication",All fields,Other<sup>r</sup>,Communication,"Film, radio, TV and digital communication",,4,64,73,77,43,30,35,37,23,34,16
1748,r378,"All fields -> Other<sup>r</sup> -> Communication -> Mass communication, media studies",All fields,Other<sup>r</sup>,Communication,"Mass communication, media studies",,4,206,214,212,199,239,251,242,211,230,228
1748,r379,"All fields -> Other<sup>r</sup> -> Communication -> Communication, general",All fields,Other<sup>r</sup>,Communication,"Communication, general",,4,120,119,117,117,107,123,119,143,131,155
1748,r380,"All fields -> Other<sup>r</sup> -> Communication -> Communication, other",All fields,Other<sup>r</sup>,Communication,"Communication, other",,4,70,78,90,79,84,66,79,49,70,63
1748,r381,All fields -> Other<sup>r</sup> -> Non-S&E fields nec,All fields,Other<sup>r</sup>,Non-S&E fields nec,,,3,775,725,706,735,827,796,770,760,962,877
1748,r382,All fields -> Other<sup>r</sup> -> Non-S&E fields nec -> Architecture and environmental design,All fields,Other<sup>r</sup>,Non-S&E fields nec,Architecture and environmental design,,4,81,81,81,109,101,118,116,99,118,105
1748,r383,"All fields -> Other<sup>r</sup> -> Non-S&E fields nec -> Family, consumer sciences and human sciences",All fields,Other<sup>r</sup>,Non-S&E fields nec,"Family, consumer sciences and human sciences",,4,59,48,54,50,57,51,47,39,79,64
1748,r384,All fields -> Other<sup>r</sup> -> Non-S&E fields nec -> Law,All fields,Other<sup>r</sup>,Non-S&E fields nec,Law,,4,73,68,57,53,81,76,76,67,85,74
1748,r385,All fields -> Other<sup>r</sup> -> Non-S&E fields nec -> Library science,All fields,Other<sup>r</sup>,Non-S&E fields nec,Library science,,4,25,40,35,49,39,39,41,32,46,32
1748,r386,"All fields -> Other<sup>r</sup> -> Non-S&E fields nec -> Parks, sports, recreation, leisure and fitness",All fields,Other<sup>r</sup>,Non-S&E fields nec,"Parks, sports, recreation, leisure and fitness",,4,69,54,63,61,76,67,52,83,46,53
1748,r387,All fields -> Other<sup>r</sup> -> Non-S&E fields nec -> Public administration,All fields,Other<sup>r</sup>,Non-S&E fields nec,Public administration,,4,129,126,118,132,127,119,121,143,184,139
1748,r388,All fields -> Other<sup>r</sup> -> Non-S&E fields nec -> Social work,All fields,Other<sup>r</sup>,Non-S&E fields nec,Social work,,4,333,308,289,280,330,325,307,294,296,358
1748,r389,All fields -> Other<sup>r</sup> -> Non-S&E fields nec -> Other fields nec,All fields,Other<sup>r</sup>,Non-S&E fields nec,Other fields nec,,4,6,0,9,1,16,1,10,3,108,52
1748,r390,All fields -> Other<sup>r</sup> -> Unknown field,All fields,Other<sup>r</sup>,Unknown field,,,3,0,0,0,0,0,0,0,0,4,0
